"","V1","Taxon","Family","Order","Vol_Unit","Importer","Exporter","Year","Vol","Volume","Clean_code","IUCNName","Threat"
"81",81,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","CN","TH",2016,,0,"CR","Aquilaria crassna","threatened"
"82",82,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","CN","TH",2017,,0,"CR","Aquilaria crassna","threatened"
"83",83,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","CN","TH",2018,,0,"CR","Aquilaria crassna","threatened"
"84",84,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","CN","TH",2019,,0,"CR","Aquilaria crassna","threatened"
"85",85,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","CN","TH",2020,,0,"CR","Aquilaria crassna","threatened"
"86",86,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2005,,0,"CR","Aquilaria crassna","threatened"
"87",87,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2006,,0,"CR","Aquilaria crassna","threatened"
"88",88,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2007,,0,"CR","Aquilaria crassna","threatened"
"89",89,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2008,,0,"CR","Aquilaria crassna","threatened"
"90",90,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2009,,0,"CR","Aquilaria crassna","threatened"
"91",91,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2010,,0,"CR","Aquilaria crassna","threatened"
"92",92,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2011,,0,"CR","Aquilaria crassna","threatened"
"93",93,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2012,0.00160217176702863,0.00160217176702863,"CR","Aquilaria crassna","threatened"
"94",94,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2013,,0,"CR","Aquilaria crassna","threatened"
"95",95,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2014,,0,"CR","Aquilaria crassna","threatened"
"96",96,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2015,,0,"CR","Aquilaria crassna","threatened"
"97",97,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2016,,0,"CR","Aquilaria crassna","threatened"
"98",98,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2017,,0,"CR","Aquilaria crassna","threatened"
"99",99,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2018,,0,"CR","Aquilaria crassna","threatened"
"100",100,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2019,,0,"CR","Aquilaria crassna","threatened"
"101",101,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","HK","SG",2020,,0,"CR","Aquilaria crassna","threatened"
"102",102,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2005,,0,"CR","Aquilaria crassna","threatened"
"103",103,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2006,,0,"CR","Aquilaria crassna","threatened"
"104",104,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2007,,0,"CR","Aquilaria crassna","threatened"
"105",105,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2008,,0,"CR","Aquilaria crassna","threatened"
"106",106,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2009,,0,"CR","Aquilaria crassna","threatened"
"107",107,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2010,,0,"CR","Aquilaria crassna","threatened"
"108",108,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2011,,0,"CR","Aquilaria crassna","threatened"
"109",109,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2012,,0,"CR","Aquilaria crassna","threatened"
"110",110,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2013,44.4225074037512,44.4225074037512,"CR","Aquilaria crassna","threatened"
"111",111,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2014,,0,"CR","Aquilaria crassna","threatened"
"112",112,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2015,,0,"CR","Aquilaria crassna","threatened"
"113",113,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2016,,0,"CR","Aquilaria crassna","threatened"
"114",114,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2017,,0,"CR","Aquilaria crassna","threatened"
"115",115,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2018,,0,"CR","Aquilaria crassna","threatened"
"116",116,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2019,,0,"CR","Aquilaria crassna","threatened"
"117",117,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","LA",2020,,0,"CR","Aquilaria crassna","threatened"
"118",118,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2005,,0,"CR","Aquilaria crassna","threatened"
"119",119,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2006,,0,"CR","Aquilaria crassna","threatened"
"120",120,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2007,,0,"CR","Aquilaria crassna","threatened"
"121",121,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2008,,0,"CR","Aquilaria crassna","threatened"
"122",122,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2009,,0,"CR","Aquilaria crassna","threatened"
"123",123,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2010,,0,"CR","Aquilaria crassna","threatened"
"124",124,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2011,,0,"CR","Aquilaria crassna","threatened"
"125",125,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2012,,0,"CR","Aquilaria crassna","threatened"
"126",126,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2013,,0,"CR","Aquilaria crassna","threatened"
"127",127,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2014,,0,"CR","Aquilaria crassna","threatened"
"128",128,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2015,,0,"CR","Aquilaria crassna","threatened"
"129",129,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2016,,0,"CR","Aquilaria crassna","threatened"
"130",130,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2017,,0,"CR","Aquilaria crassna","threatened"
"131",131,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2018,,0,"CR","Aquilaria crassna","threatened"
"132",132,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2019,0.129417571569595,0.129417571569595,"CR","Aquilaria crassna","threatened"
"133",133,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","IN","MY",2020,,0,"CR","Aquilaria crassna","threatened"
"134",134,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2005,,0,"CR","Aquilaria crassna","threatened"
"135",135,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2006,,0,"CR","Aquilaria crassna","threatened"
"136",136,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2007,,0,"CR","Aquilaria crassna","threatened"
"137",137,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2008,0.521224086870681,0.521224086870681,"CR","Aquilaria crassna","threatened"
"138",138,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2009,0.0799605133267522,0.0799605133267522,"CR","Aquilaria crassna","threatened"
"139",139,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2010,,0,"CR","Aquilaria crassna","threatened"
"140",140,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2011,,0,"CR","Aquilaria crassna","threatened"
"141",141,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2012,0.0340572556762092,0.0340572556762092,"CR","Aquilaria crassna","threatened"
"142",142,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2013,,0,"CR","Aquilaria crassna","threatened"
"143",143,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2014,,0,"CR","Aquilaria crassna","threatened"
"144",144,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2015,,0,"CR","Aquilaria crassna","threatened"
"145",145,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2016,0.690029615004935,0.690029615004935,"CR","Aquilaria crassna","threatened"
"146",146,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2017,1.40336623889437,1.40336623889437,"CR","Aquilaria crassna","threatened"
"147",147,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2018,,0,"CR","Aquilaria crassna","threatened"
"148",148,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2019,,0,"CR","Aquilaria crassna","threatened"
"149",149,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","KW","TH",2020,,0,"CR","Aquilaria crassna","threatened"
"150",150,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2005,,0,"CR","Aquilaria crassna","threatened"
"151",151,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2006,,0,"CR","Aquilaria crassna","threatened"
"152",152,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2007,0.533070088845014,0.533070088845014,"CR","Aquilaria crassna","threatened"
"153",153,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2008,0.299111549851925,0.299111549851925,"CR","Aquilaria crassna","threatened"
"154",154,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2009,0.574531095755182,0.574531095755182,"CR","Aquilaria crassna","threatened"
"155",155,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2010,,0,"CR","Aquilaria crassna","threatened"
"156",156,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2011,,0,"CR","Aquilaria crassna","threatened"
"157",157,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2012,,0,"CR","Aquilaria crassna","threatened"
"158",158,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2013,,0,"CR","Aquilaria crassna","threatened"
"159",159,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2014,,0,"CR","Aquilaria crassna","threatened"
"160",160,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2015,,0,"CR","Aquilaria crassna","threatened"
"161",161,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2016,,0,"CR","Aquilaria crassna","threatened"
"162",162,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2017,,0,"CR","Aquilaria crassna","threatened"
"163",163,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2018,,0,"CR","Aquilaria crassna","threatened"
"164",164,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2019,0.432379072063178,0.432379072063178,"CR","Aquilaria crassna","threatened"
"165",165,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","TH",2020,0.035538005923001,0.035538005923001,"CR","Aquilaria crassna","threatened"
"166",166,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2005,,0,"CR","Aquilaria crassna","threatened"
"167",167,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2006,,0,"CR","Aquilaria crassna","threatened"
"168",168,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2007,,0,"CR","Aquilaria crassna","threatened"
"169",169,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2008,,0,"CR","Aquilaria crassna","threatened"
"170",170,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2009,,0,"CR","Aquilaria crassna","threatened"
"171",171,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2010,,0,"CR","Aquilaria crassna","threatened"
"172",172,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2011,,0,"CR","Aquilaria crassna","threatened"
"173",173,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2012,,0,"CR","Aquilaria crassna","threatened"
"174",174,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2013,,0,"CR","Aquilaria crassna","threatened"
"175",175,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2014,,0,"CR","Aquilaria crassna","threatened"
"176",176,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2015,,0,"CR","Aquilaria crassna","threatened"
"177",177,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2016,,0,"CR","Aquilaria crassna","threatened"
"178",178,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2017,,0,"CR","Aquilaria crassna","threatened"
"179",179,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2018,,0,"CR","Aquilaria crassna","threatened"
"180",180,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2019,,0,"CR","Aquilaria crassna","threatened"
"181",181,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SA","VN",2020,0.592300098716683,0.592300098716683,"CR","Aquilaria crassna","threatened"
"182",182,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2005,,0,"CR","Aquilaria crassna","threatened"
"183",183,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2006,,0,"CR","Aquilaria crassna","threatened"
"184",184,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2007,,0,"CR","Aquilaria crassna","threatened"
"185",185,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2008,,0,"CR","Aquilaria crassna","threatened"
"186",186,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2009,0.506416584402763,0.506416584402763,"CR","Aquilaria crassna","threatened"
"187",187,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2010,,0,"CR","Aquilaria crassna","threatened"
"188",188,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2011,,0,"CR","Aquilaria crassna","threatened"
"189",189,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2012,,0,"CR","Aquilaria crassna","threatened"
"190",190,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2013,,0,"CR","Aquilaria crassna","threatened"
"191",191,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2014,,0,"CR","Aquilaria crassna","threatened"
"192",192,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2015,,0,"CR","Aquilaria crassna","threatened"
"193",193,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2016,,0,"CR","Aquilaria crassna","threatened"
"194",194,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2017,,0,"CR","Aquilaria crassna","threatened"
"195",195,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2018,,0,"CR","Aquilaria crassna","threatened"
"196",196,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2019,,0,"CR","Aquilaria crassna","threatened"
"197",197,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","LA",2020,,0,"CR","Aquilaria crassna","threatened"
"198",198,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2005,,0,"CR","Aquilaria crassna","threatened"
"199",199,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2006,,0,"CR","Aquilaria crassna","threatened"
"200",200,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2007,,0,"CR","Aquilaria crassna","threatened"
"201",201,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2008,,0,"CR","Aquilaria crassna","threatened"
"202",202,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2009,,0,"CR","Aquilaria crassna","threatened"
"203",203,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2010,0.0533070088845014,0.0533070088845014,"CR","Aquilaria crassna","threatened"
"204",204,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2011,,0,"CR","Aquilaria crassna","threatened"
"205",205,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2012,0.302073050345508,0.302073050345508,"CR","Aquilaria crassna","threatened"
"206",206,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2013,,0,"CR","Aquilaria crassna","threatened"
"207",207,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2014,,0,"CR","Aquilaria crassna","threatened"
"208",208,"Aquilaria crassna","Thymelaeaceae","Myrtales","m3","SG","TH",2015,,0,"CR","Aquilaria crassna","threatened"
